"id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","title","source"
"DQQyueADXq0","8716","139","19","0","75","Comparing the immigration policies of Trump and Clinton","FoxNews"
"D09VLortD7c","4276","80","21","0","281","Eric Shawn: The other North Korean issue: Human rights","FoxNews"
"yJfoyuGhelo","30606","797","18","0","353","Nigel Farage: US looks weaker than it's been in a long time","FoxNews"
"zNvZ3_VhVpY","188302","1034","538","0","2060","Vicente Fox: Stupid idea to make Mexico pay for the wall","FoxNews"
"TBoruQHMbD0","12264","269","68","0","837","MSNBC's Ali Velshi reads from Bible to fact-check Sessions","FoxNews"
"qY0qiQYcDqk","56381","159","82","0","684","Giuliani: Trump repaid Cohen for Stormy Daniels payment","FoxNews"
"Eu8ofmtoYL8","45160","435","144","0","557","Gingrich: Bannon has exaggerated sense of self-importance","FoxNews"
"uN_wmqyG-Nw","2282","81","8","0","31","How can Christians stay safe in world's terror hot spots?","FoxNews"
"Fv0XIBxU7IU","11242","303","118","0","642","Trump calls fake news biggest enemy","FoxNews"
"EUZ9dmDjB2Q","13575","148","53","0","608","Report: Trump says he has power to pardon himself","FoxNews"
"Rxv2vxjW3i8","21964","473","169","0","763","Sessions defends zero tolerance immigration policy","FoxNews"
"9unn5tCT4iI","9162","92","37","0","102","Who is Brett Kavanaugh?","FoxNews"
"IuY8uEpZ2Ko","42248","152","9","0","21","Iraqi forces break through enemy lines in Mosul","FoxNews"
"6K0JyRUauec","67133","594","34","0","429","Donald Trump's pick for Secretary of Defense","FoxNews"
"sZUOkca43Uw","14212","597","29","0","409","ICE agents arrest 114 at Ohio lawn business","FoxNews"
"NF0vWiC8vKc","34780","152","31","0","105","2018 World Cup kicks off in Russia","FoxNews"
"_lu_Hgw60Ns","2504928","13529","9773","0","24145","Exclusive Interview: President Trump on Fox & Friends","FoxNews"
"wFnrotW-aO0","94123","729","393","0","1342","Why China is a bigger problem for U.S. than Russia","FoxNews"
"txZ39qW4Mc8","33576","279","144","0","619","Michelle Wolf slams Sanders, Haspel in Netflix debut","FoxNews"
"VHYG5qFMYGg","19311","307","18","0","141","Trump: Unity is winning too, we have to win","FoxNews"
"n-F6SKpJpPU","1650","23","2","0","6","Analysts, establishment changing tune on Trump's candidacy","FoxNews"
"G__n0lj9478","10471","79","18","0","45","Confronting ISIS following the Paris terror attacks","FoxNews"
"Ttsba-qGro0","2065","25","6","0","2","Women who give birth at this age live longer","FoxNews"
"uKkNZI1UM9M","8245","124","55","0","202","Rubio on fears China is winning trade war with the US","FoxNews"
"DZJc7TWoq8s","14406","131","47","0","83","2018 FIFA World Cup: What to know","FoxNews"
"h_7wzb6pCgs","15460","173","17","0","85","Trump heads to Capitol Hill to gain support","FoxNews"
"LvgLpg7_NTw","32875","380","234","0","1171","Study: No amount of sausage, bacon or booze is safe","FoxNews"
"0Jt5NUA452g","74273","616","328","0","900","Eric Shawn: Putin sticks his nose in North Korea","FoxNews"
"AWBnMeelSm8","44639","393","272","0","934","President Trump: Mueller probe 'not even constitutional'","FoxNews"
"BOmkzCDhink","23497","241","168","0","1104","Senate report backs election meddling findings","FoxNews"
"ZwU-gWjaQWQ","360171","1725","2565","0","12179","ABC cancels 'Roseanne' after Barr's racist tweet","FoxNews"
"_dPZoZUz3Os","6060","34","19","0","39","What to know about racing horse Justify","FoxNews"
"pQK-Z50f5QI","342168","1235","861","0","898","Cavuto: Mr. President, you are the problem","FoxNews"
"xv0jlL8Vbio","206929","1472","1758","0","3989","Ben Shapiro criticizes Trump's praise of Kim Jong Un","FoxNews"
"k4dBfRLSaI4","116156","644","568","0","1094","What Trump is looking for in his next Supreme Court justice","FoxNews"
"H9z4dn5Io0E","78837","326","166","0","737","Las Vegas police release more video from night of massacre","FoxNews"
"__nF4giI4TI","12864","66","49","0","298","Chaffetz, Kennedy debate vetting children at the border","FoxNews"
"FQkEGboLS30","8358","95","23","0","41","Airline bans electronic devices on flights to and from US","FoxNews"
"9G2urOQGqD0","95600","506","578","0","2280","Free tuition as reparations for black students?","FoxNews"
"Tci71dyfcbE","113800","1678","40","0","360","State Department whistleblowers speak out about Clinton","FoxNews"
"xFsE2Bs6M6U","71230","556","46","0","179","Putin praises Trump as an 'outstanding, talented' man","FoxNews"
"VrBRKLL0kk0","9763","93","52","0","15","Watters' World: Cornell edition, Part II","FoxNews"
"P4nzyzoT62A","106805","656","15","0","137","Gingrich slams the incompetence of the liberal Democrats","FoxNews"
"13Gxt39s8eA","5397","59","40","0","102","Gordon Chang: US-North Korea joint statement unusually vague","FoxNews"
"wxgWWRYhqSs","38997","337","413","0","1979","Dershowitz to Trump: Stop separating parents from children","FoxNews"
"9qVWQx0IIsQ","66496","964","23","0","279","Veteran who confronted Clinton about server reacts to answer","FoxNews"
"0Z7QD8FPu80","87768","694","464","0","1235","Why won't Dems admit Trump-Russia theory is wrong?","FoxNews"
"NCTm_4T0r_M","28775","851","6","0","193","Tech worker accuses Hillary Clinton of betrayal","FoxNews"
"Q2NzKbrMmxA","100460","741","849","0","2380","Rising Muslim population in West impacts fashion","FoxNews"
"iSoVGdRXwnE","63724","900","26","0","340","Gingrich: Recount mania is example of collapse of Dem Party","FoxNews"
"zBQiE2FbesA","324808","2414","1761","0","2792","Donald Trump reacts to the fourth Democratic debate","FoxNews"
"bq1Tp1X-W6o","25463","483","5","0","112","Sen. Rand Paul on GOP majority's agenda on Capitol Hill","FoxNews"
"PJmnLzw8NA4","2755254","2302","30141","0","6727","Watters' World: Chinatown edition","FoxNews"
"dpLiQG7A6yo","38591","1150","29","0","270","Gutfeld: Unpopular and safe trumps admired and dead","FoxNews"
"GG9Jey8LL3c","95563","1214","53","0","568","Where does the Susan Rice story go from here?","FoxNews"
"5JRoi_DTglc","123565","741","836","0","2862","De Niro cheered for hurling f-bomb at Trump","FoxNews"
"SnpQfMJWSv8","2991","45","30","0","118","Brit Hume: The president is not above the law","FoxNews"
"iyxiKMy_C7s","2666","21","4","0","3","Fox News confirms Martin O'Malley to suspend 2016 campaign","FoxNews"
"CKgz54HVdgo","12255","124","20","0","87","Continued media hysteria over Donald Trump","FoxNews"
"A3dI3Lw1J7o","31816","630","21","0","255","Michigan elector speaks out against pressure to reject Trump","FoxNews"
"OwOTcRiCOjs","90690","1408","76","0","830","House Intelligence Committee unmasks the unmaskers","FoxNews"
"Vlg6Tu69LpI","33250","561","23","0","136","Former intel officer: Nunes WH meeting was done right","FoxNews"
"fzJjuJWCzQk","63138","958","47","0","600","Donald Trump: I think we're going to do very well","FoxNews"
"Xz3dfkrQyvw","11188","122","117","0","350","Amb. Bill Richardson: Kim Jong Un gave up nothing","FoxNews"
"6ZPjlZEcxpU","21838","531","15","0","199","Bengahzi dad: Clinton stood by my son's casket and lied","FoxNews"
"DUUIXkVZEKs","20552","280","7","0","29","After the Show Show: Lil BUB","FoxNews"
"gt4G-9JmzEk","39286","767","36","0","335","Responding to court's refusal to reinstate the travel ban","FoxNews"
"ywUZwWIPvPQ","70212","900","48","0","310","Gutfeld: White House lying liars think you're stupid","FoxNews"
"F45qkJhGtA0","26078","285","317","0","519","Sen. Lindsey Graham: Rand Paul is doing a dangerous thing","FoxNews"
"-upvDcl2uLQ","61886","662","41","0","344","Ben Carson predicts the Cruz-Kasich alliance will backfire","FoxNews"
"365d9XzcD2w","31393","365","15","0","179","Priebus: Clinton will pay political price for server scandal","FoxNews"
"tewoA0Ur7XA","12534","180","198","0","730","Eagles react to White House celebration cancellation","FoxNews"
"55nkSRpBu38","4764","27","10","0","37","Behind Hillary's targeting Trump","FoxNews"
"Pt4LRvcqI8Y","28049","833","33","0","562","Tom Fitton: FBI looked for excuses to target Trump's team","FoxNews"
"fNCEEqKPmTw","16296","400","12","0","90","Reince Priebus: Tim Kaine was caught flat-footed at debate","FoxNews"
"LjWlca4hed4","8788","193","4","0","83","Judge Napolitano weighs in on the OSU attack","FoxNews"
"dPRlv7vMgW0","11436","408","11","0","81","How do sheriffs feel about push to defund sanctuary cities?","FoxNews"
"s5qfwKaaW28","17077","358","15","0","152","Laura Ingraham advises Trump to keep his voters in mind","FoxNews"
"8O1HHJDF3hA","56596","344","21","0","433","Phares: Europe awakening to waves of jihadists","FoxNews"
"01ZOKmwHFZ4","26599","841","44","0","986","Conservative actor James Woods dropped by talent agent","FoxNews"
"XvqvcnEEGhw","141642","863","1376","0","3190","Why Hollywood hates Trump","FoxNews"
"YQSzZJEup5k","18820","334","25","0","93","Newt Gingrich: Trump's Cabinet is a 'team of winners'","FoxNews"
"Es16SsIm-l4","89598","395","739","0","2315","Religion panel reacts after Ireland repeals abortion ban","FoxNews"
"AnJ-3H7854o","8671","89","143","0","295","Senate Intel Committee says Russia favored Trump in 2016","FoxNews"
"VcPNS7vMSCc","9562","67","134","0","506","Gowdy defends FBI use of informant in Trump campaign","FoxNews"
"ttPWOmj8EFg","9981","65","147","0","182","Tara Maller on the problems with the Trump-Kim agreement","FoxNews"
"n4CqpuNQLNk","82770","725","196","0","2367","Melania wears 'I really don't care' jacket to detention center","FoxNews"
"WhXBpErAj_8","7208","58","191","0","368","Swalwell: IG report found no crimes by Clinton, no FBI bias","FoxNews"
"CLKZb1wLmAY","3531548","29090","401","0","2656","Raw: Jennifer Lawrence backstage after 2013 Oscar win","CNN"
"3ONunH_ql5M","15927338","106941","2531","0","8868","Mom hears son's heartbeat after his death","CNN"
"DsQhB4tJRxw","3950798","20723","424","0","1410","Tom Hanks cracks up memorial service","CNN"
"jeO_eRm7g_4","2970271","28336","532","0","3215","Woman whispers for help in a chilling 911 call","CNN"
"RQmqcaS5LIM","2408742","17472","513","0","4431","1988: Is this James Brown's strangest interview ever?","CNN"
"8hU6gR4zHnM","16830560","86591","1018","0","7207","A boy with cerebral palsy walks to his Marine dad for the first time","CNN"
"3LhCr944-e0","7256306","65565","1232","0","5337","Sister hears brother's heartbeat after death","CNN"
"mtEClycW1dA","10339226","59571","2651","0","5051","Teen discovers he's been a missing person for 13 years","CNN"
"z2bTymnb1uE","7178921","45358","1450","0","3661","Meet the real woman behind the voice of Siri","CNN"
"Fe2BfdlzwgI","12775555","71357","4398","0","14425","Judge flips out after getting flipped off","CNN"
"9eUl4gF0ED4","4885559","99035","2929","0","5935","Harvard graduate's unique speech goes viral","CNN"
"4YCDEr9uJb0","8265712","16509","979","0","4304","Slash: My last words to Axl Rose","CNN"
"_RFTnb4nC-A","1050863","5557","265","0","1104","Anthony Bourdain: Indian food won't kill you","CNN"
"ysYGCtGYGdc","468104","2715","102","0","1029","Anthony Bourdain: Iran not what I expected (Parts Unknown)","CNN"
"sW6cXVzRnuo","393671","9290","349","0","1296","Student's sing moving tribute to shooting victims","CNN"
"yL9UJVtgPZY","3008420","28215","1142","0","5174","Anderson Cooper tries a schizophrenia simulator","CNN"
"LIbwYaOcGxg","8590702","93408","2884","0","22067","Parents allow child to make life, death decision","CNN"
"YeFzeNAHEhU","3289163","20625","1013","0","6383","1989: Man vs. Chinese tank Tiananmen square","CNN"
"4NEcxhPh7js","771432","14746","907","0","6576","deGrasse Tyson: Trump's 'Space Force' not a weird idea","CNN"
"BOnx5k2TiGk","13494692","118081","10935","0","45274","Cop confrontation goes viral","CNN"
"qF7SRQFd49E","3252929","40538","2966","0","10133","Anderson Cooper’s tribute to his friend Anthony Bourdain","CNN"
"O4ma1p4DK5A","616927","2433","128","0","403","President Obama plays soccer with a robot","CNN"
"i-wTJ2hQCK8","1603309","8800","403","0","1781","Betty White: Bea Arthur was not fond of me","CNN"
"HmmJzRGisLA","8440900","31551","2721","0","12144","This angry driver is about to be stunned by biker","CNN"
"QxJPKeqfn7c","21524236","36607","3227","0","2258","Distraction: Magician sneezes his head off","CNN"
"t5zTf94FTJo","617564","3030","135","0","1120","CNN Official Interview: Janet Jackson 'I'm not close to Joe'","CNN"
"QZtOIBNIJtQ","603228","7639","327","0","2288","Neil deGrasse Tyson on Bourdain: Life is precious","CNN"
"AOiu54xs-pw","1483099","13530","763","0","5604","CNN anchor brought to tears honoring Anthony Bourdain","CNN"
"LvNZt1T5rAQ","5026586","48438","2933","0","13638","Male actor dresses as woman to experience sexual harassment","CNN"
"aJo89fHqq0U","11805979","25459","1680","0","5563","Killer whales surprise couple on boat","CNN"
"sODBoeuKeTE","521477","10032","698","0","3434","Don Lemon's emotional message after sister's death","CNN"
"2rpbkPLkNms","459105","2683","199","0","245","Tour Jay Leno's car collection","CNN"
"hObYgyiZ3mI","322572","3442","145","0","1833","See moment divers reach teens trapped in cave","CNN"
"dCGkqUr1kbY","7923575","131569","4573","0","11358","Weatherman nails town's super long name","CNN"
"iHAgFvexqzA","225126","3046","67","0","447","Teen killed shielding girls from bullets","CNN"
"j3J7h_aPKbI","136308","1796","112","0","1009","Remembering the life of Anthony Bourdain","CNN"
"36usSPWHB2I","206144","3068","160","0","532","CNN anchor remembers his father, former NY Gov. Cuomo","CNN"
"T4dEhc0OvgI","362914","6486","299","0","2021","Linkin Park singer's wife reflects on day he died","CNN"
"XsC8xjTbl7w","263064","2055","97","0","852","Boys, coach found alive after 9 days in Thai cave","CNN"
"XS1pvcbEW64","3658767","35725","2337","0","14797","Girl commits suicide after being shut out of graduation","CNN"
"LwiOBlyWpko","1306733","5596","159","0","728","CNN's World's Untold Stories: Dementia Village","CNN"
"L32bvp2on2g","696501","6043","495","0","2189","Eagle vs. Donald Trump","CNN"
"rbu6IodYAa0","309388","1400","109","0","1083","The ""God particle"" explained by Bill Nye the Science Guy","CNN"
"UhrlsnWLuQc","324989","6063","146","0","981","Mohamed Salah's long road to stardom at Liverpool","CNN"
"5uujNRYY4X8","395733","2768","198","0","2093","Official: Dive team has entered Thai cave","CNN"
"nMxexqIqOKA","126684","1001","74","0","891","Thai cave rescue effort imminent as divers arrive","CNN"
"FBPbZy3AGTU","876773","2534","246","0","671","Rare look inside Korea's demilitarized zone","CNN"
"vzQlK65-aco","720094","8424","943","0","3220","LaVar Ball: Me and LeBron James will get along","CNN"
"cXLk879Glbk","714418","10146","1024","0","7150","Organic matter found on Mars","CNN"
"kRpI2qyQhG0","309785","2751","249","0","1983","Cohen signals willingness to cooperate with Feds","CNN"
"43jiHa0OcFA","190153","1644","179","0","816","CNN's Jeffrey Toobin laughs off John Oliver's jab","CNN"
"2zzxKQVCHyI","25342","256","3","0","45","Humpback whales could be the superheroes of the ocean","CNN"
"cEgD5oEOe6M","141074","849","48","0","160","CNN ROOTS: Bourdain family mystery","CNN"
"NMeMZmkuhNk","188131","1868","163","0","987","Sources: Manafort's ex-son-in-law pleads guilty","CNN"
"jrXf8Qn9pBI","1960996","10850","850","0","1822","Fareed: Putin speaks... in English?","CNN"
"DQxVNffngEs","129433","1425","122","0","938","Whistleblower: EPA's Pruitt kept secret calendar to hide meetings","CNN"
"vql2CpaUO4I","354277","2442","145","0","1163","Soccer team found alive in Thailand cave","CNN"
"uX207XCIOuw","1714279","9298","1057","0","3956","School shooter's past 911 calls released","CNN"
"Sv6gEEK2SPo","1207540","8402","908","0","7484","Former Thai navy SEAL diver dies in Thai cave","CNN"
"MacmN1EtIPQ","2076469","7044","844","0","3835","Nixon with no expletives deleted","CNN"
"h4OR83J2IXQ","1538503","9783","991","0","1457","Wolf to Anderson Cooper: Quit giggling","CNN"
"O0_oN0KuBdI","102308","1226","110","0","1231","Joe Jackson dead at 89","CNN"
"T_okc6GVBXM","334467","4450","409","0","1681","Kim Kardashian: I told Johnson she'd be freed","CNN"
"JWhhGA-XeXw","1636069","21831","2393","0","17262","Hear neighbor explain why she called 911 on black Airbnb guests","CNN"
"RcbiGsDMmCM","5199334","35908","5586","0","21609","Melania Trump and Michelle Obama side-by-side comparison","CNN"
"7V4Q1EOtbew","10288","73","1","0","12","CNN: Zazzle: Product by design","CNN"
"thihXcZXOsU","5923025","22634","3483","0","3045","Craziest moments at U.N. General Assembly","CNN"
"R0fiu2S0_3M","62568","225","19","0","10","How baby brains develop","CNN"
"3g_-agsDW5o","3555926","16653","2296","0","8627","Virtual look at the caves trapping boys","CNN"
"m8mg7CxAYUM","3049803","22300","673","0","5404","Prince Rogers Nelson's entire 1999 CNN interview (Larry King Live)","CNN"
"8xu7ciYZuuM","40323","245","13","0","16","Anthony Bourdain dishes truth on food","CNN"
"Sg017y8-2Kw","263001","1409","149","0","1607","Deadly volcano swallows towns in Guatemala","CNN"
"wUGJZ9ONZCA","493897","3179","390","0","2930","Ex-Navy SEAL predicts fatalities if Thai kids dive","CNN"
"BKuat8VJxq8","502908","6857","739","0","4038","Military analyst quits Fox News for promoting conspiracies","CNN"
"ltMtmRuIi8w","316835","3698","292","0","3935","Paul Manafort sent to jail, pending trial","CNN"
"TJxhy-vikdI","159224","1606","155","0","754","Fareed Zakaria: Anthony Bourdain was a great cultural ambassador","CNN"
"5f1nmqiHIII","328318","837","71","0","161","How addiction changes your brain","CNN"
"UvxLnh-w1s8","784706","3244","328","0","823","Man takes grizzly attack selfie","CNN"
"kIGcosb22_Y","4259253","32659","3890","0","3220","Donald Trump lets Jimmy Fallon mess up his hair","CNN"
"7SvW2e-suWM","147931","1648","160","0","1148","Mueller accuses Manafort of witness tampering","CNN"
"_ly1vzVHMsc","1632526","11152","868","0","4482","SpaceX launches world's most powerful rocket","CNN"
"C2Kb7IDmFF4","401471","1576","194","0","1712","Cohen to CNN's Keilar: What polls show Donald Trump is losing?","CNN"
"w5auyesvf14","379669","1777","147","0","767","Divers close in on missing boys soccer team in Thailand","CNN"
"KJEXlYVH6xE","2429118","32603","1722","0","9961","Mom confronts DWI driver that left son brain dead","CNN"
"fWO_O4ScAsg","3607730","13236","1603","0","5065","Millionaire dies after arson verdict","CNN"
"z7BOWQihC7M","1763836","13035","2000","0","14256","CNN's Anthony Bourdain dead at 61","CNN"
"hXH_L1zCzlQ","211747","3151","338","0","1772","Philadelphia Mayor: Sarah Sanders lies every day","CNN"
"_qiVBOqNiOs","3562317","13721","1466","0","5967","Student shoots video of WTC on 9/11 A former NYU student ...","CNN"
"5B_poyjBqYE","10348304","15942","2551","0","8439","SeaWorld releases video of 2006 killer whale attack","CNN"
"_L4kEEcITbI","312996","2724","381","0","1867","Stormy Daniels’ lawyer: Michael Cohen is playing a game","CNN"
"h-q0MIPfV_Q","13069948","86445","9749","0","21994","CNN reporter trapped with Iraqi forces during ISIS attack","CNN"
"dPcA0xw8a-0","148354","802","77","0","413","No wallet? No problem","CNN"
"rGMQi1ICYA0","276823","3918","551","0","2803","Jake Tapper: Trump lied about the Eagles","CNN"
"dAJLJRRJY3E","2905227","32874","4174","0","30668","Dennis Rodman gets emotional after Trump-Kim summit","CNN"
"c9SUAcNlVQ4","2076715","78821","7052","0","18359","Emma Watson to United Nations: I'm a feminist","CNN"
"fg5pG6TDHNM","139713","815","100","0","1482","Sniper assassinates mayor during ceremony","CNN"
"vKAPPTw9uS8","1110674","10041","1454","0","3451","Seth Meyers explains why he's tough on Trump","CNN"
"2chGnwOa1z0","344609","3753","537","0","3568","Chris Cuomo confronts divisive GOP Senate nominee","CNN"
"Z7eR1e0WE4k","1166581","6695","1096","0","6076","Giuliani gets angry when challenged with his own words","CNN"
"getUretizz8","157316","1923","216","0","1648","Avenatti: Cohen shouldn't sell access to Trump","CNN"
"X4N936oDeWI","20859998","109257","19156","0","15943","Panther sneaks up behind man and then ...","CNN"
"BVuWXApdfdE","43052","170","13","0","15","How has 'foiling' made boats much faster?","CNN"
"yVWgnBQBJx8","124472","1345","189","0","1983","Rosenstein to GOP lawmaker: You're making it personal","CNN"
"YD2zJC8wTDI","76735","788","98","0","932","Farrow on Schneiderman: This was not role play","CNN"
"2zJGctdRVdQ","20991","148","5","0","16","Harvard & MIT offer free online classes","CNN"
"VrBvL6AX7lg","50380","808","72","0","249","Apple CEO Tim Cook: I use my phone too much","CNN"
"2ah59f_MoJ8","42125","271","24","0","270","Hiroshima atomic bomb survivor","CNN"
"nkJ5-jspPd4","256678","2489","260","0","1339","Did Tillerson just take a veiled shot at Trump?","CNN"
"4IAzno9S5FY","102179","1690","146","0","979","Veteran candidate's ad for Congress goes viral","CNN"
"uCVDEEMZQec","534305","5038","784","0","3737","Robert Mueller and his pursuit of justice","CNN"
"QyXuHSK7UyY","699925","7939","1344","0","3198","Trevor Noah: Trump's focus is underestimated","CNN"
"Ar5WJrQik2o","10014310","30836","2941","0","5430","Octopus leaps out of water, grabs crab","CNN"
"wp4NOCW9xns","256203","1488","184","0","1885","What's the difference between Hong Kong and mainland China?","CNN"
"Q9tiUlrGNnw","2375556","18385","317","0","654","Soldier-dad surprises son by photobombing","CNN"
"lsJqMmuFWO4","293395","2138","200","0","704","Midway, a plastic island","CNN"
"Np7lObaDiBk","37178865","50552","4442","0","11595","Obama forgets to salute","CNN"
"_Go24-RfI-I","76548","849","112","0","1066","President Trump says his attorney won't flip","CNN"
"MrPHQf6leBk","132907","1110","166","0","1760","Eavesdropping devices found near White House","CNN"
"Xyb1fsPG-Xk","1233706","5526","742","0","3117","Hawaii residents flee after Kilauea volcano eruptions","CNN"
"rzp-tKoT9PA","188813","1884","289","0","1613","Michael Cohen 'willing to give information' on Trump, source says","CNN"
"W5kYG2Dj184","407077","4053","567","0","4034","Ex-Green Beret and former NFL player reacts to National Anthem guidelines","CNN"
"Z1KnE57VVyA","599764","2412","259","0","1536","See residents flee erupting Fuego volcano in Guatemala","CNN"
"MSNbpvX1qYc","916553","3883","629","0","4564","Video shows police shooting of 12-year-old","CNN"
"4XLPTbHg2Vw","105140","644","94","0","857","Designer Kate Spade found dead","CNN"
"GF0ZtK9ekg0","327881","2733","292","0","3662","EPA chief Scott Pruitt resigns amid ethics scandals","CNN"
"z13FoWqtQy0","204466","2887","373","0","1193","Historian Ken Burns denounces Donald Trump","CNN"
"d9ivklq8q7U","57603","467","27","0","132","CNN's Dr. Sanjay Gupta uncovers his roots","CNN"
"zXMzzA3TVYA","892833","10404","2118","0","8295","Father challenges Marco Rubio on guns","CNN"
"Uk6DChXHNJA","241159","1693","238","0","1585","Cuomo, Santorum spar over Trump's honesty","CNN"
"FrgEbx6esYE","7445","48","2","0","2","Robots helping search-and-rescue teams save lives","CNN"
"ZxD3o-9H1lY","3203685","90725","17318","0","68481","Florida student to NRA and Trump: 'We call BS'","CNN"
"ZqsUy0GTP7E","61242","489","55","0","496","Catastrophic rainfall kills dozens in Japan","CNN"
"Yr4ro_18P2c","89213","677","111","0","1262","DOJ watchdog grilled over Strzok-Page text messages","CNN"
"84V4GoBRh3s","127231","1095","184","0","1096","Michael Cohen drops Trump attorney label on Twitter","CNN"
"gBTDOeUXUmE","213583","2764","444","0","3401","Cardinal Timothy Dolan: God's law trumps man's law","CNN"
"G-qgjLMXc0k","454933","2886","589","0","4119","Sanders gets in argument with business owner","CNN"
"-X5vUXdwABs","8962648","47491","10774","0","15101","A bullet attachment that could save lives?","CNN"
"oevmR-J6XRM","511659","2675","338","0","887","Police: Father was 'sexting' as son was dying i...","CNN"
"7aB9qUlV3Uc","676490","4493","711","0","8320","US trade partners announce retaliatory tariffs","CNN"
"k1TpU4fWKQg","99325","642","104","0","828","State Dept.: Bolton tried to blow up N. Korea talks","CNN"
"Lo52BObqCds","1489024","17668","4346","0","14248","Survivor to Rubio: Will you reject NRA money?","CNN"
"P7tXHVRfxVs","309542","2101","353","0","1810","What people don't know about former mob boss John Gotti","CNN"
"DFCvPrzj4BU","7566113","16722","2567","0","5363","200-pound ripped kangaroo crushes metal","CNN"
"n0UvJhidBvw","326060","1531","244","0","1022","CNN host reads statement from Kate Spade's husband","CNN"
"eWeXgvot2TI","8599539","5579","1200","0","1842","Viral video provides clues to 747 crash","CNN"
"cqrmrhv0FVY","5610969","55198","11475","0","25301","Trump's Hollywood star destroyed","CNN"
"2gl4i7K6gpQ","2632580","19244","4486","0","9658","'Big Bang Theory' star on Roseanne's tweets: Why? How?","CNN"
"BnzeipTQnhE","392588","4278","845","0","5286","Ex-CIA chief: I'm scared of America","CNN"
"t5DGmhbpPUo","80421","894","158","0","975","Cohen to reporter: I'll mess your life up","CNN"
"qX6ZHMHNkWI","181300","1693","333","0","1583","Avenatti: I should have chance to depose Trump","CNN"
"07_mvSMeK90","145674","919","167","0","1400","Gangster escapes French prison for second time","CNN"
"jXWQadvSVvU","83247","678","100","0","534","WSJ: Trump attorney offered services to Ford","CNN"
"7nIGM3-mUAY","172828","1354","248","0","1268","Tapper: Trump taking stance from Nixon","CNN"
"OTs0lg37vc8","120693","1060","185","0","848","Anderson Cooper fact checks Trump's legal claims","CNN"
"msS7H6IQQrw","288726","1957","395","0","2094","Michael Cohen tells friends he doesn't think Trump would pardon him","CNN"
"mOvZD5fM5_g","102149","926","134","0","1224","Mueller questions Russian oligarch about payments to Cohen","CNN"
"_3d0gmSINXw","415182","3859","821","0","7669","Harley-Davidson moving jobs out of US over Trump's tariffs","CNN"
"9Wa89-F2WvU","4555263","14850","3330","0","7130","'Tanning mom' turns 'weird and pale'","CNN"
"7VnGLs1tbXs","59483","495","83","0","183","Jailed politician walks free after royal pardon","CNN"
"aaiMPF_3yM4","8557","35","2","0","16","Report: NSA hackers intercept computer shipments","CNN"
"gZlwvXgR5eA","108075","1068","217","0","1300","Paul Manafort campaign ties now part of Robert Mueller investigation","CNN"
"lx55Edm0xX4","55245","411","55","0","636","Divers close in on possible location of missing soccer team","CNN"
"50P-SDK_1A8","260850","3182","565","0","3321","New York attorney general sues Trump Foundation","CNN"
"W485KO_ERho","6833","52","5","0","12","Step inside the CDC's Emergency Operations Center","CNN"
"nkgWSvqfSNE","14888","189","22","0","88","Super Tuesday scenarios: Can Donald Trump be stopped?","CNN"
"fiuF1uyaBQ4","7375083","20415","5790","0","9068","The saddest moment in ""Jeopardy"" history?","CNN"
"yGUplphAHDc","162358","2640","488","0","2728","Ocasio-Cortez: When you know your community, it gives you an edge to win","CNN"
"lD7Y_4AvT_8","141724","1161","188","0","1210","Ex-ethics czar: There's 1 person that milks government more than Pruitt ...","CNN"
"jmye6vQcmm0","152201","1037","185","0","907","Questions surround Trump Jr.’s mysterious phone call","CNN"
"uWG2Un32flc","76651","957","165","0","682","Cooper: We'll leave the gaslight on, part 2","CNN"
"ynLpKp4WJHE","165691","1090","192","0","1204","Mueller questions Russian oligarch about payments to Cohen","CNN"
"2yS18_mODZk","5710","60","3","0","35","Opinion: Young and out in Mississippi","CNN"
"QxWPh3llU-I","52670","434","87","0","155","What if Richard Nixon didn't resign?","CNN"
"KM8kA4EVvCw","71802","895","174","0","974","Cooper: White House not concerned with truth","CNN"
"9mYVi7WHyiU","1679370","8178","2429","0","4368","Relive the Trump's stunning win in under 2 minutes","CNN"
"i84cZKBJELY","82919","836","93","0","672","Stephen Hawking in 2010: I've had a very full life","CNN"
"gUIa6RicKxI","130767","1298","206","0","1474","Sen. Jeff Flake: We may have hit bottom","CNN"
"ixJ2rtOpJc4","1872974","7541","1295","0","4390","This 10-year-old knows how to use a gun","CNN"
"9bSks5A69qo","475457","2396","406","0","1360","Tipster to FBI: Shooter 'going to explode'","CNN"
"tvj0AESEJ4I","169993","1563","274","0","1543","Alabama secretary of state debunks voter fraud claims","CNN"
"eNjcAgNu1Ac","1538167","8751","2445","0","9022","Trump: We speak English here, not Spanish","CNN"
"k5Eups73QAo","21620","367","49","0","176","Groundbreaking study says some breast cancer patients may not need chemo","CNN"
"MnYsBUaOPow","329991","1766","345","0","1935","Giuliani on shifting Trump Tower story: 'It was a mistake. I swear to God.'","CNN"
"ondQYFBvk6M","1457608","7617","1885","0","3561","Summit of Hawaii's Kilauea volcano erupts","CNN"
"jasKNGW6dWw","89311","772","149","0","186","36 years of election nights on CNN","CNN"
"gfp0B5MlJdo","83438","832","199","0","941","Stormy Daniels' lawyer: Michael Cohen needs to come clean now","CNN"
